State1,County1,State2,County2,State3,County3,Returns,Exemptions
36,73,36,051,NY,Livingston,14,25
36,73,57,005,FR,APO / FPO Zip Code,14,16
36,73,36,069,NY,Ontario,13,28
36,73,,,XX,Same State,72,123
36,73,,,XX,Region 1: Northeast,24,48
36,73,,,XX,Region 2: Midwest,22,38
36,73,,,XX,Region 3: South,146,299
36,73,,,XX,Region 4: West,35,75
36,73,36,073 ,XX,County Non-Migrants,14074,32965
36,75,,,NY,Oswego Total Migration F,2477,4720
36,75,36,067,NY,Onondaga,916,1630
36,75,36,011,NY,Cayuga,103,256
36,75,36,065,NY,Oneida,98,226
36,75,36,045,NY,Jefferson,83,196
36,75,36,055,NY,Monroe,55,81
36,75,36,053,NY,Madison,39,82
36,75,57,005,FR,APO / FPO Zip Code,37,55
36,75,36,029,NY,Erie,32,43
36,75,36,119,NY,Westchester,29,54
36,75,36,117,NY,Wayne,23,53
36,75,36,089,NY,St. Lawrence,22,55
36,75,12,103,Fl,Pinellas,18,33
36,75,36,001,NY,Albany,16,19
36,75,12,031,Fl,Duval,14,17
36,75,36,007,NY,Broome,14,21
36,75,06,037,Ca,Los Angeles,12,16
36,75,36,069,NY,Ontario,11,18
36,75,12,101,Fl,Pasco,11,19
36,75,36,091,NY,Saratoga,11,17
36,75,36,049,NY,Lewis,10,21
36,75,36,037,NY,Genesee,10,32
36,75,,,XX,Same State,151,277
36,75,,,XX,Region 1: Northeast,148,298
36,75,,,XX,Region 2: Midwest,99,214
36,75,,,XX,Region 3: South,381,726
36,75,,,XX,Region 4: West,124,236
36,75,,,XX,Foreign,10,25
36,75,36,075 ,XX,County Non-Migrants,40988,97969
36,77,,,NY,Otsego Total Migration F,1245,2252
36,77,36,025,NY,Delaware,170,316
36,77,36,017,NY,Chenango,111,221
36,77,36,043,NY,Herkimer,76,185
36,77,36,065,NY,Oneida,40,72
36,77,36,001,NY,Albany,38,56
36,77,36,007,NY,Broome,31,49
36,77,36,095,NY,Schoharie,24,47
36,77,36,053,NY,Madison,19,44
36,77,36,067,NY,Onondaga,16,21
36,77,36,059,NY,Nassau,16,18
36,77,57,005,FR,APO / FPO Zip Code,15,24
36,77,36,047,NY,Kings,15,18
36,77,36,103,NY,Suffolk,14,20
36,77,36,057,NY,Montgomery,13,23
36,77,36,071,NY,Orange,13,24
36,77,36,083,NY,Rensselaer,13,18
36,77,36,091,NY,Saratoga,13,27
36,77,36,055,NY,Monroe,10,12
36,77,36,093,NY,Schenectady,10,13
36,77,36,029,NY,Erie,10,22
36,77,,,XX,Same State,116,207
36,77,,,XX,Region 1: Northeast,124,191
36,77,,,XX,Region 2: Midwest,51,101
36,77,,,XX,Region 3: South,208,383
36,77,,,XX,Region 4: West,79,140
36,77,36,077 ,XX,County Non-Migrants,19671,44138
36,79,,,NY,Putnam Total Migration F,2671,4974
36,79,36,119,NY,Westchester,715,1292
36,79,36,027,NY,Dutchess,472,939
36,79,09,001,Ct,Fairfield,174,320
36,79,36,061,NY,New York,55,78
36,79,36,071,NY,Orange,52,109
36,79,36,005,NY,Bronx,43,84
36,79,36,103,NY,Suffolk,34,55
36,79,36,111,NY,Ulster,31,55
36,79,12,099,Fl,Palm Beach,27,41
36,79,36,081,NY,Queens,27,47
36,79,36,059,NY,Nassau,22,32
36,79,12,011,Fl,Broward,22,36
36,79,36,087,NY,Rockland,21,40
36,79,09,005,Ct,Litchfield,20,40
36,79,12,103,Fl,Pinellas,18,32
36,79,12,127,Fl,Volusia,18,41
36,79,06,037,Ca,Los Angeles,18,25
36,79,36,047,NY,Kings,17,22
36,79,36,001,NY,Albany,16,25
36,79,34,003,NJ,Bergen,14,22
36,79,57,001,FR,Foreign / Overseas,14,32
36,79,12,009,Fl,Brevard,12,23
36,79,34,023,NJ,Middlesex,12,20
36,79,06,073,Ca,San Diego,12,20
36,79,36,091,NY,Saratoga,11,25
36,79,12,115,Fl,Sarasota,11,22
36,79,04,013,Az,Maricopa,11,26
36,79,09,009,Ct,New Haven,11,17
36,79,36,067,NY,Onondaga,10,21
36,79,36,039,NY,Greene,10,16
36,79,13,067,Ga,Cobb,10,24
36,79,,,XX,Same State,93,163
36,79,,,XX,Region 1: Northeast,173,324
36,79,,,XX,Region 2: Midwest,66,143
36,79,,,XX,Region 3: South,293,575
36,79,,,XX,Region 4: West,106,188
36,79,36,079 ,XX,County Non-Migrants,30789,71871
36,81,,,NY,Queens Total Migration F,45991,91364
36,81,36,059,NY,Nassau,7500,16556
36,81,36,047,NY,Kings,6096,12399
36,81,36,061,NY,New York,6048,9979
36,81,36,103,NY,Suffolk,2892,6263
36,81,36,005,NY,Bronx,1854,3826
36,81,12,011,Fl,Broward,1038,1992
36,81,36,119,NY,Westchester,987,1841
36,81,34,003,NJ,Bergen,924,1985
36,81,12,025,Fl,Dade,798,1639
36,81,34,017,NJ,Hudson,729,1369
36,81,12,099,Fl,Palm Beach,702,1298
36,81,36,085,NY,Richmond,591,1237
36,81,06,037,Ca,Los Angeles,567,1008
36,81,34,023,NJ,Middlesex,557,1260
36,81,34,013,NJ,Essex,375,793
36,81,09,001,Ct,Fairfield,364,718
36,81,57,001,FR,Foreign / Overseas,348,635
36,81,12,095,Fl,Orange,333,770
36,81,36,087,NY,Rockland,323,723
36,81,36,071,NY,Orange,266,631
36,81,34,025,NJ,Monmouth,242,533
36,81,12,057,Fl,Hillsborough,228,443
36,81,12,103,Fl,Pinellas,216,429
36,81,34,039,NJ,Union,208,432
36,81,42,089,Pa,Monroe,200,507
36,81,48,201,Tx,Harris,200,436
36,81,57,003,FR,Foreign / Puerto Rico,196,468
36,81,57,005,FR,APO / FPO Zip Code,181,251
36,81,13,089,Ga,De Kalb,181,382
36,81,34,031,NJ,Passaic,178,378
36,81,17,031,Il,Cook,171,329
36,81,04,013,Az,Maricopa,166,279
36,81,34,029,NJ,Ocean,155,288
36,81,06,073,Ca,San Diego,154,270
36,81,34,027,NJ,Morris,151,299
36,81,51,059,Va,Fairfax,149,278
36,81,36,027,NY,Dutchess,148,290
36,81,34,035,NJ,Somerset,144,296
36,81,32,003,Nv,Clark,142,254
36,81,42,101,Pa,Philadelphia,141,245
36,81,24,031,Md,Montgomery,134,261
36,81,13,121,Ga,Fulton,119,203
36,81,12,101,Fl,Pasco,114,231
36,81,53,033,Wa,King,114,213
36,81,06,059,Ca,Orange,108,172
36,81,36,079,NY,Putnam,106,224
36,81,06,075,Ca,San Francisco,106,132
36,81,12,009,Fl,Brevard,105,218
36,81,36,111,NY,Ulster,100,171
36,81,37,119,NC,Mecklenburg,96,176
36,81,13,067,Ga,Cobb,95,216
36,81,09,009,Ct,New Haven,94,182
36,81,12,117,Fl,Seminole,94,229
36,81,12,127,Fl,Volusia,91,170
36,81,11,001,DC,"Wash.,D.C.",91,117
36,81,36,105,NY,Sullivan,90,190
36,81,34,021,NJ,Mercer,87,191
36,81,25,017,Ma,Middlesex,84,134
36,81,25,025,Ma,Suffolk,83,115
36,81,12,097,Fl,Osceola,82,210
36,81,12,053,Fl,Hernando,80,170
36,81,09,003,Ct,Hartford,80,135
36,81,51,810,Va,Virginia Beach city,80,164
36,81,24,033,Md,Prince George's,79,137
36,81,06,001,Ca,Alameda,78,133
36,81,36,029,NY,Erie,78,122
36,81,48,113,Tx,Dallas,75,172
36,81,42,103,Pa,Pike,74,173
36,81,36,055,NY,Monroe,74,137
36,81,36,039,NY,Greene,70,143
36,81,06,085,Ca,Santa Clara,69,109
36,81,12,111,Fl,St. Lucie,68,147
36,81,15,003,Hi,Honolulu,67,117
36,81,36,001,NY,Albany,67,96
36,81,37,183,NC,Wake,66,126
36,81,12,031,Fl,Duval,65,132
36,81,42,003,Pa,Allegheny,61,102
36,81,12,083,Fl,Marion,61,133
36,81,51,013,Va,Arlington,59,77
36,81,12,115,Fl,Sarasota,59,104
36,81,34,001,NJ,Atlantic,58,107
36,81,42,091,Pa,Montgomery,57,104
36,81,12,071,Fl,Lee,57,113
36,81,12,035,Fl,Flagler,55,101
36,81,34,005,NJ,Burlington,54,141
36,81,06,081,Ca,San Mateo,54,112
36,81,24,005,Md,Baltimore,53,101
36,81,04,019,Az,Pima,51,78
36,81,13,135,Ga,Gwinnett,50,119
36,81,39,035,Oh,Cuyahoga,50,86
36,81,24,510,Md,Baltimore city,49,86
36,81,34,007,NJ,Camden,47,97
36,81,12,015,Fl,Charlotte,46,85
36,81,10,003,De,New Castle,45,87
36,81,42,077,Pa,Lehigh,44,97
36,81,42,017,Pa,Bucks,43,93
36,81,08,031,Co,Denver,41,75
36,81,06,071,Ca,San Bernardino,41,68
36,81,25,021,Ma,Norfolk,41,62
36,81,36,091,NY,Saratoga,41,73
36,81,39,049,Oh,Franklin,41,60
36,81,36,067,NY,Onondaga,40,63
36,81,42,127,Pa,Wayne,40,97
36,81,13,063,Ga,Clayton,38,85
36,81,42,095,Pa,Northampton,38,96
36,81,51,760,Va,Richmond city,38,75
36,81,42,045,Pa,Delaware,37,66
36,81,37,081,NC,Guilford,36,75
36,81,24,003,Md,Anne Arundel,36,59
36,81,34,037,NJ,Sussex,36,84
36,81,51,710,Va,Norfolk city,35,65
36,81,06,013,Ca,Contra Costa,35,61
36,81,12,105,Fl,Polk,35,77
36,81,36,007,NY,Broome,35,55
36,81,48,439,Tx,Tarrant,34,68
36,81,42,079,Pa,Luzerne,34,68
36,81,06,067,Ca,Sacramento,33,63
36,81,12,021,Fl,Collier,33,64
36,81,36,077,NY,Otsego,33,70
36,81,51,700,Va,Newport News city,33,62
36,81,25,027,Ma,Worcester,33,58
36,81,26,163,Mi,Wayne,32,65
36,81,45,079,SC,Richland,31,56
36,81,44,007,RI,Providence,31,47
36,81,37,051,NC,Cumberland,31,65
36,81,48,029,Tx,Bexar,31,69
36,81,36,025,NY,Delaware,30,58
36,81,51,087,Va,Henrico,30,55
36,81,51,510,Va,Alexandria city,30,51
36,81,37,133,NC,Onslow,30,40
36,81,42,071,Pa,Lancaster,30,68
36,81,08,041,Co,El Paso,30,68
36,81,12,081,Fl,Manatee,29,53
36,81,06,065,Ca,Riverside,29,50
36,81,36,021,NY,Columbia,29,59
36,81,37,063,NC,Durham,29,79
36,81,45,019,SC,Charleston,28,56
36,81,09,005,Ct,Litchfield,28,58
36,81,42,069,Pa,Lackawanna,28,46
36,81,27,053,Mn,Hennepin,28,51
36,81,39,061,Oh,Hamilton,26,46
36,81,53,053,Wa,Pierce,26,47
36,81,25,009,Ma,Essex,26,44
36,81,47,037,Tn,Davidson,26,38
36,81,41,051,Or,Multnomah,25,45
36,81,51,041,Va,Chesterfield,25,79
36,81,48,453,Tx,Travis,24,34
36,81,29,189,Mo,St. Louis,24,53
36,81,09,011,Ct,New London,24,39
36,81,17,043,Il,Du Page,23,42
36,81,51,153,Va,Prince William,23,51
36,81,36,093,NY,Schenectady,23,48
36,81,51,550,Va,Chesapeake city,22,41
36,81,35,001,NM,Bernalillo,22,40
36,81,26,125,Mi,Oakland,22,42
36,81,13,051,Ga,Chatham,22,38
36,81,49,035,Ut,Salt Lake,22,35
36,81,08,013,Co,Boulder,20,28
36,81,24,027,Md,Howard,20,45
36,81,01,073,Al,Jefferson,20,46
36,81,42,011,Pa,Berks,20,42
36,81,12,085,Fl,Martin,20,43
36,81,47,157,Tn,Shelby,20,45
36,81,34,019,NJ,Hunterdon,20,38
36,81,45,003,SC,Aiken,19,39
36,81,25,013,Ma,Hampden,19,28
36,81,42,029,Pa,Chester,19,39
36,81,40,143,Ok,Tulsa,18,30
36,81,13,245,Ga,Richmond,18,45
36,81,12,017,Fl,Citrus,18,35
36,81,08,005,Co,Arapahoe,17,41
36,81,33,011,NH,Hillsborough,17,29
36,81,42,043,Pa,Dauphin,17,42
36,81,37,067,NC,Forsyth,17,44
36,81,36,083,NY,Rensselaer,17,26
36,81,57,007,FR,Foreign / Virgin Islands,17,27
36,81,12,069,Fl,Lake,17,30
36,81,36,065,NY,Oneida,16,30
36,81,37,135,NC,Orange,16,24
36,81,51,740,Va,Portsmouth city,16,27
36,81,37,129,NC,New Hanover,16,27
36,81,36,109,NY,Tompkins,16,21
36,81,26,161,Mi,Washtenaw,16,17
36,81,51,650,Va,Hampton city,16,26
36,81,02,020,Ak,Anchorage Borough,16,29
36,81,22,071,La,Orleans,16,24
36,81,25,023,Ma,Plymouth,16,30
36,81,08,059,Co,Jefferson,16,26
36,81,45,013,SC,Beaufort,15,33
36,81,25,015,Ma,Hampshire,15,23
36,81,45,045,SC,Greenville,15,29
36,81,13,179,Ga,Liberty,15,29
36,81,01,097,Al,Mobile,15,38
36,81,09,007,Ct,Middlesex,15,21
36,81,25,001,Ma,Barnstable,15,22
36,81,45,075,SC,Orangeburg,14,29
36,81,21,111,Ky,Jefferson,14,24
36,81,36,113,NY,Warren,14,34
36,81,53,061,Wa,Snohomish,14,31
36,81,48,141,Tx,El Paso,13,22
36,81,48,157,Tx,Fort Bend,13,39
36,81,12,001,Fl,Alachua,13,14
36,81,55,079,Wi,Milwaukee,13,24
36,81,37,155,NC,Robeson,13,19
36,81,36,095,NY,Schoharie,13,30
36,81,10,001,De,Kent,13,21
36,81,06,111,Ca,Ventura,13,17
36,81,18,097,In,Marion,13,35
36,81,06,041,Ca,Marin,12,15
36,81,45,035,SC,Dorchester,12,31
36,81,42,133,Pa,York,12,23
36,81,42,025,Pa,Carbon,12,38
36,81,31,055,Ne,Douglas,12,25
36,81,27,037,Mn,Dakota,12,26
36,81,24,025,Md,Harford,12,29
36,81,41,067,Or,Washington,12,23
36,81,55,025,Wi,Dane,12,20
36,81,34,015,NJ,Gloucester,12,21
36,81,34,041,NJ,Warren,12,27
36,81,06,053,Ca,Monterey,12,19
36,81,39,153,Oh,Summit,11,21
36,81,20,091,Ks,Johnson,11,20
36,81,48,085,Tx,Collin,11,21
36,81,47,093,Tn,Knox,11,19
36,81,17,097,Il,Lake,11,19
36,81,45,051,SC,Horry,11,25
36,81,22,051,La,Jefferson,11,21
36,81,40,031,Ok,Comanche,11,24
36,81,13,113,Ga,Fayette,11,24
36,81,29,510,Mo,St. Louis city,11,22
36,81,06,019,Ca,Fresno,11,23
36,81,36,045,NY,Jefferson,10,23
36,81,23,005,Me,Cumberland,10,16
36,81,25,003,Ma,Berkshire,10,21
36,81,45,085,SC,Sumter,10,24
36,81,42,027,Pa,Centre,10,13
36,81,48,027,Tx,Bell,10,26
36,81,37,147,NC,Pitt,10,22
36,81,12,033,Fl,Escambia,10,20
36,81,12,087,Fl,Monroe,10,17
36,81,,,XX,Same State,106,187
36,81,,,XX,Region 1: Northeast,248,453
36,81,,,XX,Region 2: Midwest,333,596
36,81,,,XX,Region 3: South,929,1803
36,81,,,XX,Region 4: West,251,445
36,81,36,081 ,XX,County Non-Migrants,656181,1346493
36,83,,,NY,Rensselaer Total Migrati,3699,6384
36,83,36,001,NY,Albany,1285,2120
36,83,36,091,NY,Saratoga,467,899
36,83,36,093,NY,Schenectady,165,267
36,83,36,021,NY,Columbia,113,237
36,83,36,115,NY,Washington,80,172
36,83,50,003,Vt,Bennington,34,67
36,83,25,003,Ma,Berkshire,33,57
36,83,06,037,Ca,Los Angeles,30,43
36,83,25,017,Ma,Middlesex,30,39
36,83,57,005,FR,APO / FPO Zip Code,28,39
36,83,36,039,NY,Greene,27,42
36,83,36,055,NY,Monroe,27,32
36,83,36,067,NY,Onondaga,25,41
36,83,36,061,NY,New York,24,30
36,83,36,027,NY,Dutchess,22,28
36,83,36,065,NY,Oneida,22,30
36,83,12,099,Fl,Palm Beach,21,33
36,83,36,029,NY,Erie,21,29
36,83,36,113,NY,Warren,19,28
36,83,36,119,NY,Westchester,17,25
36,83,06,085,Ca,Santa Clara,17,24
36,83,36,111,NY,Ulster,17,23
36,83,36,071,NY,Orange,17,27
36,83,17,031,Il,Cook,16,30
36,83,04,013,Az,Maricopa,15,21
36,83,36,047,NY,Kings,15,17
36,83,36,103,NY,Suffolk,15,19
36,83,06,073,Ca,San Diego,14,26
36,83,36,057,NY,Montgomery,13,30
36,83,36,089,NY,St. Lawrence,13,27
36,83,57,001,FR,Foreign / Overseas,12,34
36,83,09,001,Ct,Fairfield,12,15
36,83,25,021,Ma,Norfolk,12,18
36,83,36,043,NY,Herkimer,12,22
36,83,36,053,NY,Madison,11,15
36,83,42,003,Pa,Allegheny,11,17
36,83,36,019,NY,Clinton,11,22
36,83,09,003,Ct,Hartford,11,20
36,83,12,031,Fl,Duval,10,19
36,83,25,009,Ma,Essex,10,23
36,83,36,007,NY,Broome,10,14
36,83,51,810,Va,Virginia Beach city,10,15
36,83,36,059,NY,Nassau,10,18
36,83,,,XX,Same State,116,200
36,83,,,XX,Region 1: Northeast,217,401
36,83,,,XX,Region 2: Midwest,100,179
36,83,,,XX,Region 3: South,357,667
36,83,,,XX,Region 4: West,125,183
36,83,36,083 ,XX,County Non-Migrants,55396,119329
36,85,,,NY,Richmond Total Migration,6440,12717
36,85,36,047,NY,Kings,968,1783
36,85,36,061,NY,New York,534,808
36,85,34,025,NJ,Monmouth,427,1071
36,85,36,081,NY,Queens,345,652
36,85,34,023,NJ,Middlesex,330,645
36,85,36,059,NY,Nassau,168,351
36,85,34,029,NJ,Ocean,165,332
36,85,34,017,NJ,Hudson,134,211
36,85,36,005,NY,Bronx,122,252
36,85,12,011,Fl,Broward,116,236
36,85,36,103,NY,Suffolk,114,222
36,85,34,003,NJ,Bergen,111,217
36,85,34,039,NJ,Union,105,202
36,85,12,099,Fl,Palm Beach,79,172
36,85,34,035,NJ,Somerset,74,140
36,85,36,119,NY,Westchester,68,125
36,85,06,037,Ca,Los Angeles,68,113
36,85,34,013,NJ,Essex,67,117
36,85,36,071,NY,Orange,62,159
36,85,12,025,Fl,Dade,58,112
36,85,42,089,Pa,Monroe,56,155
36,85,34,027,NJ,Morris,50,92
36,85,57,005,FR,APO / FPO Zip Code,41,72
36,85,09,001,Ct,Fairfield,40,82
36,85,12,057,Fl,Hillsborough,39,87
36,85,04,013,Az,Maricopa,38,76
36,85,12,101,Fl,Pasco,38,87
36,85,12,095,Fl,Orange,36,75
36,85,12,103,Fl,Pinellas,32,80
36,85,32,003,Nv,Clark,30,67
36,85,12,071,Fl,Lee,29,53
36,85,34,031,NJ,Passaic,27,52
36,85,12,111,Fl,St. Lucie,27,61
36,85,42,103,Pa,Pike,25,73
36,85,36,087,NY,Rockland,25,56
36,85,06,073,Ca,San Diego,25,42
36,85,57,001,FR,Foreign / Overseas,24,44
36,85,39,061,Oh,Hamilton,23,58
36,85,12,053,Fl,Hernando,23,46
36,85,17,031,Il,Cook,23,39
36,85,36,027,NY,Dutchess,22,40
36,85,12,127,Fl,Volusia,22,49
36,85,42,017,Pa,Bucks,22,56
36,85,36,001,NY,Albany,21,38
36,85,34,021,NJ,Mercer,21,45
36,85,36,029,NY,Erie,20,38
36,85,39,017,Oh,Butler,19,65
36,85,12,097,Fl,Osceola,19,46
36,85,42,101,Pa,Philadelphia,19,28
36,85,10,003,De,New Castle,18,46
36,85,48,201,Tx,Harris,17,40
36,85,57,003,FR,Foreign / Puerto Rico,17,36
36,85,51,810,Va,Virginia Beach city,17,38
36,85,51,059,Va,Fairfax,17,40
36,85,06,075,Ca,San Francisco,16,18
36,85,36,111,NY,Ulster,15,39
36,85,12,115,Fl,Sarasota,15,28
36,85,51,710,Va,Norfolk city,15,31
36,85,34,019,NJ,Hunterdon,15,33
36,85,12,009,Fl,Brevard,14,27
36,85,37,183,NC,Wake,14,23
36,85,36,105,NY,Sullivan,14,29
36,85,11,001,DC,"Wash.,D.C.",13,14
36,85,06,001,Ca,Alameda,13,24
36,85,42,095,Pa,Northampton,13,33
36,85,36,067,NY,Onondaga,12,24
36,85,34,005,NJ,Burlington,12,23
36,85,35,001,NM,Bernalillo,11,16
36,85,42,003,Pa,Allegheny,11,29
36,85,25,025,Ma,Suffolk,11,11
36,85,24,031,Md,Montgomery,11,19
36,85,53,033,Wa,King,11,16
36,85,13,121,Ga,Fulton,11,29
36,85,06,059,Ca,Orange,11,17
36,85,12,105,Fl,Polk,10,27
36,85,13,067,Ga,Cobb,10,25
36,85,34,037,NJ,Sussex,10,14
36,85,24,033,Md,Prince George's,10,14
36,85,12,083,Fl,Marion,10,19
36,85,12,035,Fl,Flagler,10,16
36,85,42,025,Pa,Carbon,10,21
36,85,12,021,Fl,Collier,10,16
36,85,,,XX,Same State,127,256
36,85,,,XX,Region 1: Northeast,246,490
36,85,,,XX,Region 2: Midwest,112,233
36,85,,,XX,Region 3: South,438,920
36,85,,,XX,Region 4: West,142,261
36,85,36,085 ,XX,County Non-Migrants,129985,291536
36,87,,,NY,Rockland Total Migration,5531,9790
36,87,36,071,NY,Orange,687,1360
36,87,34,003,NJ,Bergen,597,1056
36,87,36,119,NY,Westchester,379,606
36,87,36,061,NY,New York,375,519
36,87,36,005,NY,Bronx,136,234
36,87,12,099,Fl,Palm Beach,127,247
36,87,36,081,NY,Queens,119,195
36,87,36,047,NY,Kings,100,169
36,87,12,011,Fl,Broward,96,179
36,87,34,017,NJ,Hudson,92,108
36,87,36,059,NY,Nassau,85,141
36,87,09,001,Ct,Fairfield,83,143
36,87,34,031,NJ,Passaic,78,140
36,87,06,037,Ca,Los Angeles,60,87
36,87,36,103,NY,Suffolk,57,94
36,87,34,013,NJ,Essex,48,82
36,87,34,023,NJ,Middlesex,46,88
36,87,36,027,NY,Dutchess,46,88
36,87,12,025,Fl,Dade,44,76
36,87,36,111,NY,Ulster,43,63
36,87,34,027,NJ,Morris,41,77
36,87,57,001,FR,Foreign / Overseas,40,91
36,87,36,105,NY,Sullivan,39,94
36,87,34,029,NJ,Ocean,36,67
36,87,06,073,Ca,San Diego,36,60
36,87,36,001,NY,Albany,33,39
36,87,34,025,NJ,Monmouth,33,67
36,87,17,031,Il,Cook,33,45
36,87,12,095,Fl,Orange,31,65
36,87,36,055,NY,Monroe,30,57
36,87,04,013,Az,Maricopa,28,54
36,87,12,103,Fl,Pinellas,27,53
36,87,25,025,Ma,Suffolk,26,32
36,87,36,079,NY,Putnam,24,55
36,87,42,101,Pa,Philadelphia,23,33
36,87,24,031,Md,Montgomery,22,30
36,87,48,201,Tx,Harris,22,41
36,87,13,067,Ga,Cobb,22,41
36,87,12,021,Fl,Collier,22,47
36,87,36,029,NY,Erie,22,26
36,87,34,039,NJ,Union,21,29
36,87,12,015,Fl,Charlotte,21,46
36,87,12,057,Fl,Hillsborough,20,39
36,87,34,035,NJ,Somerset,20,37
36,87,25,017,Ma,Middlesex,20,23
36,87,36,067,NY,Onondaga,19,31
36,87,09,009,Ct,New Haven,19,35
36,87,32,003,Nv,Clark,18,32
36,87,34,037,NJ,Sussex,18,32
36,87,51,059,Va,Fairfax,17,37
36,87,11,001,DC,"Wash.,D.C.",16,16
36,87,12,111,Fl,St. Lucie,16,32
36,87,12,009,Fl,Brevard,16,23
36,87,25,021,Ma,Norfolk,14,19
36,87,06,075,Ca,San Francisco,14,14
36,87,36,085,NY,Richmond,14,26
36,87,57,003,FR,Foreign / Puerto Rico,14,43
36,87,42,091,Pa,Montgomery,14,28
36,87,12,071,Fl,Lee,14,36
36,87,13,121,Ga,Fulton,13,17
36,87,57,005,FR,APO / FPO Zip Code,13,20
36,87,12,115,Fl,Sarasota,13,28
36,87,53,033,Wa,King,13,27
36,87,36,007,NY,Broome,12,23
36,87,13,135,Ga,Gwinnett,12,25
36,87,12,035,Fl,Flagler,12,29
36,87,34,021,NJ,Mercer,12,20
36,87,09,003,Ct,Hartford,12,19
36,87,37,183,NC,Wake,11,28
36,87,12,083,Fl,Marion,11,20
36,87,06,085,Ca,Santa Clara,11,18
36,87,42,127,Pa,Wayne,11,21
36,87,51,810,Va,Virginia Beach city,11,20
36,87,06,059,Ca,Orange,11,17
36,87,26,125,Mi,Oakland,10,33
36,87,12,101,Fl,Pasco,10,21
36,87,23,005,Me,Cumberland,10,19
36,87,04,019,Az,Pima,10,17
36,87,06,001,Ca,Alameda,10,18
36,87,36,091,NY,Saratoga,10,18
36,87,12,117,Fl,Seminole,10,19
36,87,,,XX,Same State,116,217
36,87,,,XX,Region 1: Northeast,219,426
36,87,,,XX,Region 2: Midwest,122,237
36,87,,,XX,Region 3: South,442,831
36,87,,,XX,Region 4: West,171,275
36,87,36,087 ,XX,County Non-Migrants,93374,213983
36,89,,,NY,St. Lawrence Total Migra,1707,3201
36,89,36,045,NY,Jefferson,155,337
36,89,36,067,NY,Onondaga,101,173
36,89,36,033,NY,Franklin,91,184
36,89,36,055,NY,Monroe,48,64
36,89,57,005,FR,APO / FPO Zip Code,41,80
36,89,36,075,NY,Oswego,36,63
36,89,36,019,NY,Clinton,33,54
36,89,36,065,NY,Oneida,25,43
36,89,36,001,NY,Albany,25,29
36,89,51,059,Va,Fairfax,19,41
36,89,36,049,NY,Lewis,17,41
36,89,36,093,NY,Schenectady,15,22
36,89,57,001,FR,Foreign / Overseas,15,33
36,89,36,091,NY,Saratoga,14,24
36,89,36,011,NY,Cayuga,14,22
36,89,36,031,NY,Essex,13,21
36,89,12,103,Fl,Pinellas,13,19
36,89,50,007,Vt,Chittenden,12,15
36,89,12,095,Fl,Orange,12,26
36,89,48,201,Tx,Harris,11,14
36,89,36,113,NY,Warren,11,14
36,89,36,117,NY,Wayne,11,17
36,89,36,023,NY,Cortland,10,18
36,89,15,003,Hi,Honolulu,10,21
36,89,04,013,Az,Maricopa,10,23
36,89,36,053,NY,Madison,10,21
36,89,36,103,NY,Suffolk,10,19
36,89,36,083,NY,Rensselaer,10,23
36,89,,,XX,Same State,154,300
36,89,,,XX,Region 1: Northeast,169,318
36,89,,,XX,Region 2: Midwest,121,236
36,89,,,XX,Region 3: South,319,647
36,89,,,XX,Region 4: West,152,239
36,89,36,089 ,XX,County Non-Migrants,34170,81567
36,91,,,NY,Saratoga Total Migration,5397,10171
36,91,36,001,NY,Albany,855,1390
36,91,36,093,NY,Schenectady,538,959
36,91,36,113,NY,Warren,384,740
36,91,36,083,NY,Rensselaer,369,684
36,91,36,115,NY,Washington,282,600
36,91,36,035,NY,Fulton,90,170
36,91,57,005,FR,APO / FPO Zip Code,70,87
36,91,36,057,NY,Montgomery,69,125
36,91,36,067,NY,Onondaga,60,113
36,91,36,055,NY,Monroe,47,86
36,91,09,011,Ct,New London,46,111
36,91,36,029,NY,Erie,44,73
36,91,51,810,Va,Virginia Beach city,44,114
36,91,53,035,Wa,Kitsap,37,85
36,91,51,700,Va,Newport News city,37,79
36,91,25,017,Ma,Middlesex,32,43
36,91,12,099,Fl,Palm Beach,31,44
36,91,36,103,NY,Suffolk,30,50
36,91,06,073,Ca,San Diego,30,47
36,91,36,027,NY,Dutchess,28,41
36,91,36,031,NY,Essex,27,58
36,91,04,013,Az,Maricopa,27,72
36,91,36,019,NY,Clinton,26,38
36,91,45,019,SC,Charleston,26,66
36,91,36,065,NY,Oneida,26,51
36,91,36,111,NY,Ulster,25,45
36,91,36,061,NY,New York,25,29
36,91,36,059,NY,Nassau,24,45
36,91,06,037,Ca,Los Angeles,24,31
36,91,09,003,Ct,Hartford,24,45
36,91,51,650,Va,Hampton city,23,68
36,91,12,011,Fl,Broward,22,38
36,91,15,003,Hi,Honolulu,22,50
36,91,36,119,NY,Westchester,22,27
36,91,51,710,Va,Norfolk city,20,48
36,91,25,003,Ma,Berkshire,20,41
36,91,25,013,Ma,Hampden,19,36
36,91,12,103,Fl,Pinellas,18,28
36,91,36,021,NY,Columbia,18,38
36,91,50,007,Vt,Chittenden,18,31
36,91,36,071,NY,Orange,18,36
36,91,36,095,NY,Schoharie,18,50
36,91,12,009,Fl,Brevard,17,30
36,91,36,039,NY,Greene,16,35
36,91,12,057,Fl,Hillsborough,16,31
36,91,12,031,Fl,Duval,15,31
36,91,51,550,Va,Chesapeake city,15,43
