State1,County1,State2,County2,State3,County3,Returns,Exemptions,Income
36,1,34,39,NJ,Union,10,12,
36,1,48,113,Tx,Dallas,10,16,
36,1,26,125,Mi,Oakland,10,26,
36,1,26,163,Mi,Wayne,10,17,
36,1,24,3,Md,Anne Arundel,10,14,
36,1,12,31,Fl,Duval,10,19,
36,1,,,XX,Same State,126,187,
36,1,,,XX,Region 1: Northeast,269,464,
36,1,,,XX,Region 2: Midwest,188,319,
36,1,,,XX,Region 3: South,475,835,
36,1,,,XX,Region 4: West,194,318,
36,1,36,1,XX,County Non-Migrants,108401,217671,
36,3,,,NY,Allegany Total Migration,935,1797,
36,3,36,9,NY,Cattaraugus,129,261,
36,3,36,101,NY,Steuben,90,187,
36,3,36,55,NY,Monroe,72,106,
36,3,36,29,NY,Erie,47,83,
36,3,36,121,NY,Wyoming,45,84,
36,3,42,105,Pa,Potter,27,57,
36,3,36,51,NY,Livingston,26,64,
36,3,57,5,FR,APO / FPO Zip Code,17,21,
36,3,36,63,NY,Niagara,17,33,
36,3,36,37,NY,Genesee,15,24,
36,3,36,13,NY,Chautauqua,13,31,
36,3,,,XX,Same State,96,175,
36,3,,,XX,Region 1: Northeast,72,153,
36,3,,,XX,Region 2: Midwest,45,91,
36,3,,,XX,Region 3: South,168,338,
36,3,,,XX,Region 4: West,56,89,
36,3,36,3,XX,County Non-Migrants,14620,35703,
36,5,,,NY,Bronx Total Migration Fl,25238,51708,
36,5,36,61,NY,New York,5705,11697,
36,5,36,119,NY,Westchester,3148,6051,
36,5,36,81,NY,Queens,2844,5817,
36,5,36,47,NY,Kings,1892,3816,
36,5,34,3,NJ,Bergen,622,1396,
36,5,36,59,NY,Nassau,512,1058,
36,5,34,17,NJ,Hudson,505,1098,
36,5,36,87,NY,Rockland,495,1166,
36,5,57,3,FR,Foreign / Puerto Rico,445,1096,
36,5,36,103,NY,Suffolk,445,926,
36,5,12,11,Fl,Broward,363,694,
36,5,36,71,NY,Orange,349,868,
36,5,12,25,Fl,Dade,327,733,
36,5,34,13,NJ,Essex,263,572,
36,5,9,1,Ct,Fairfield,251,509,
36,5,36,85,NY,Richmond,236,515,
36,5,12,95,Fl,Orange,209,481,
36,5,34,23,NJ,Middlesex,206,435,
36,5,36,79,NY,Putnam,205,474,
36,5,12,99,Fl,Palm Beach,196,346,
36,5,36,27,NY,Dutchess,191,471,
36,5,6,37,Ca,Los Angeles,168,265,
36,5,34,31,NJ,Passaic,134,311,
36,5,57,1,FR,Foreign / Overseas,121,204,
36,5,12,57,Fl,Hillsborough,116,262,
36,5,57,5,FR,APO / FPO Zip Code,110,175,
36,5,13,89,Ga,De Kalb,109,207,
36,5,34,39,NJ,Union,107,245,
36,5,42,101,Pa,Philadelphia,89,160,
36,5,34,25,NJ,Monmouth,88,190,
36,5,6,73,Ca,San Diego,86,138,
36,5,34,29,NJ,Ocean,71,144,
36,5,9,9,Ct,New Haven,70,149,
36,5,12,127,Fl,Volusia,69,153,
36,5,12,103,Fl,Pinellas,68,129,
36,5,13,121,Ga,Fulton,64,130,
36,5,12,9,Fl,Brevard,64,147,
36,5,48,201,Tx,Harris,60,127,
36,5,34,27,NJ,Morris,59,115,
36,5,12,97,Fl,Osceola,58,161,
36,5,51,810,Va,Virginia Beach city,56,116,
36,5,36,111,NY,Ulster,55,99,
36,5,17,31,Il,Cook,54,89,
36,5,12,31,Fl,Duval,51,110,
36,5,9,3,Ct,Hartford,51,73,
36,5,24,33,Md,Prince George's,51,96,
36,5,36,105,NY,Sullivan,50,116,
36,5,36,1,NY,Albany,49,82,
36,5,25,25,Ma,Suffolk,49,74,
36,5,45,19,SC,Charleston,48,90,
36,5,42,89,Pa,Monroe,48,146,
36,5,24,31,Md,Montgomery,48,95,
36,5,34,5,NJ,Burlington,48,110,
36,5,34,35,NJ,Somerset,46,91,
36,5,12,117,Fl,Seminole,41,92,
36,5,37,119,NC,Mecklenburg,40,70,
36,5,11,1,DC,"Wash.,D.C.",38,52,
36,5,36,55,NY,Monroe,36,60,
36,5,25,17,Ma,Middlesex,35,56,
36,5,6,75,Ca,San Francisco,35,43,
36,5,24,510,Md,Baltimore city,35,58,
36,5,12,83,Fl,Marion,35,72,
36,5,51,59,Va,Fairfax,35,76,
36,5,36,29,NY,Erie,34,58,
36,5,53,33,Wa,King,33,66,
36,5,26,163,Mi,Wayne,33,73,
36,5,34,1,NJ,Atlantic,33,67,
36,5,51,760,Va,Richmond city,32,73,
36,5,12,101,Fl,Pasco,32,63,
36,5,32,3,Nv,Clark,31,60,
36,5,13,67,Ga,Cobb,31,62,
36,5,37,133,NC,Onslow,30,65,
36,5,51,700,Va,Newport News city,30,74,
36,5,37,51,NC,Cumberland,30,54,
36,5,12,111,Fl,St. Lucie,29,62,
36,5,42,77,Pa,Lehigh,28,78,
36,5,42,103,Pa,Pike,28,74,
36,5,57,7,FR,Foreign / Virgin Islands,27,56,
36,5,39,35,Oh,Cuyahoga,27,59,
36,5,51,710,Va,Norfolk city,26,51,
36,5,34,21,NJ,Mercer,26,45,
36,5,12,53,Fl,Hernando,26,47,
36,5,24,5,Md,Baltimore,25,66,
36,5,12,71,Fl,Lee,24,47,
36,5,44,7,RI,Providence,24,55,
36,5,45,75,SC,Orangeburg,24,54,
36,5,6,59,Ca,Orange,24,48,
36,5,42,91,Pa,Montgomery,24,49,
36,5,6,1,Ca,Alameda,24,39,
36,5,25,9,Ma,Essex,23,39,
36,5,12,15,Fl,Charlotte,23,64,
36,5,15,3,Hi,Honolulu,23,32,
36,5,25,13,Ma,Hampden,22,52,
36,5,4,13,Az,Maricopa,22,49,
36,5,36,39,NY,Greene,22,44,
36,5,6,85,Ca,Santa Clara,21,36,
36,5,45,79,SC,Richland,20,38,
36,5,36,65,NY,Oneida,19,28,
36,5,42,71,Pa,Lancaster,19,43,
36,5,12,115,Fl,Sarasota,19,29,
36,5,39,49,Oh,Franklin,19,35,
36,5,42,3,Pa,Allegheny,17,26,
36,5,48,113,Tx,Dallas,17,33,
36,5,10,3,De,New Castle,17,27,
36,5,37,183,NC,Wake,16,32,
36,5,48,29,Tx,Bexar,16,29,
36,5,37,81,NC,Guilford,16,28,
36,5,6,13,Ca,Contra Costa,16,30,
36,5,13,51,Ga,Chatham,16,32,
36,5,42,45,Pa,Delaware,16,32,
36,5,6,65,Ca,Riverside,16,37,
36,5,36,67,NY,Onondaga,15,25,
36,5,36,93,NY,Schenectady,15,30,
36,5,36,109,NY,Tompkins,15,29,
36,5,35,1,NM,Bernalillo,15,31,
36,5,9,11,Ct,New London,15,32,
36,5,12,35,Fl,Flagler,15,28,
36,5,37,63,NC,Durham,15,27,
36,5,34,7,NJ,Camden,15,34,
36,5,36,7,NY,Broome,15,29,
36,5,36,21,NY,Columbia,14,28,
36,5,25,27,Ma,Worcester,14,25,
36,5,51,650,Va,Hampton city,14,20,
36,5,51,13,Va,Arlington,14,23,
36,5,6,67,Ca,Sacramento,14,25,
36,5,12,105,Fl,Polk,14,26,
36,5,45,15,SC,Berkeley,14,33,
36,5,51,550,Va,Chesapeake city,14,27,
36,5,1,73,Al,Jefferson,13,27,
36,5,51,153,Va,Prince William,13,23,
36,5,8,31,Co,Denver,13,17,
36,5,9,5,Ct,Litchfield,13,26,
36,5,13,135,Ga,Gwinnett,13,25,
36,5,42,11,Pa,Berks,13,27,
36,5,34,37,NJ,Sussex,12,28,
36,5,6,81,Ca,San Mateo,12,16,
36,5,13,63,Ga,Clayton,12,26,
36,5,42,17,Pa,Bucks,12,39,
36,5,6,71,Ca,San Bernardino,12,29,
36,5,42,127,Pa,Wayne,11,25,
36,5,48,439,Tx,Tarrant,11,23,
36,5,45,41,SC,Florence,11,20,
36,5,4,19,Az,Pima,11,16,
36,5,27,53,Mn,Hennepin,11,15,
36,5,37,67,NC,Forsyth,10,23,
36,5,45,3,SC,Aiken,10,15,
36,5,42,43,Pa,Dauphin,10,14,
36,5,22,71,La,Orleans,10,19,
36,5,12,81,Fl,Manatee,10,20,
36,5,33,11,NH,Hillsborough,10,16,
36,5,25,21,Ma,Norfolk,10,15,
36,5,51,87,Va,Henrico,10,19,
36,5,18,97,In,Marion,10,23,
36,5,53,53,Wa,Pierce,10,16,
36,5,51,41,Va,Chesterfield,10,20,
36,5,,,XX,Same State,96,177,
36,5,,,XX,Region 1: Northeast,184,350,
36,5,,,XX,Region 2: Midwest,192,398,
36,5,,,XX,Region 3: South,778,1537,
36,5,,,XX,Region 4: West,134,255,
36,5,36,5,XX,County Non-Migrants,323502,673437,
36,7,,,NY,Broome Total Migration F,3816,6916,
36,7,36,107,NY,Tioga,406,873,
36,7,36,17,NY,Chenango,153,329,
36,7,42,115,Pa,Susquehanna,135,281,
36,7,36,67,NY,Onondaga,128,197,
36,7,36,55,NY,Monroe,91,132,
36,7,36,29,NY,Erie,71,116,
36,7,36,23,NY,Cortland,57,106,
36,7,36,109,NY,Tompkins,54,80,
36,7,36,25,NY,Delaware,44,80,
36,7,36,61,NY,New York,39,44,
36,7,36,1,NY,Albany,39,54,
36,7,57,5,FR,APO / FPO Zip Code,38,52,
36,7,57,1,FR,Foreign / Overseas,38,75,
36,7,24,31,Md,Montgomery,37,63,
36,7,37,183,NC,Wake,35,90,
36,7,36,65,NY,Oneida,33,63,
36,7,4,13,Az,Maricopa,32,48,
36,7,6,37,Ca,Los Angeles,32,41,
36,7,36,119,NY,Westchester,32,57,
36,7,36,77,NY,Otsego,31,51,
36,7,12,99,Fl,Palm Beach,29,45,
36,7,25,17,Ma,Middlesex,29,49,
36,7,37,119,NC,Mecklenburg,29,56,
36,7,36,91,NY,Saratoga,28,49,
36,7,12,11,Fl,Broward,27,40,
36,7,36,27,NY,Dutchess,27,43,
36,7,51,59,Va,Fairfax,25,36,
36,7,12,103,Fl,Pinellas,25,42,
36,7,36,47,NY,Kings,24,30,
36,7,12,95,Fl,Orange,24,32,
36,7,36,15,NY,Chemung,23,49,
36,7,9,1,Ct,Fairfield,22,42,
36,7,36,75,NY,Oswego,22,33,
36,7,53,33,Wa,King,22,41,
36,7,36,81,NY,Queens,22,40,
36,7,12,9,Fl,Brevard,21,37,
36,7,6,59,Ca,Orange,21,29,
36,7,42,69,Pa,Lackawanna,21,35,
36,7,12,57,Fl,Hillsborough,21,40,
36,7,36,103,NY,Suffolk,20,33,
36,7,17,31,Il,Cook,20,33,
36,7,36,59,NY,Nassau,19,23,
36,7,36,101,NY,Steuben,19,32,
36,7,36,111,NY,Ulster,18,30,
36,7,6,73,Ca,San Diego,18,30,
36,7,42,15,Pa,Bradford,17,41,
36,7,42,91,Pa,Montgomery,16,28,
36,7,12,127,Fl,Volusia,16,31,
36,7,24,33,Md,Prince George's,16,22,
36,7,36,71,NY,Orange,16,26,
36,7,48,201,Tx,Harris,15,30,
36,7,12,71,Fl,Lee,15,26,
36,7,12,25,Fl,Dade,14,22,
36,7,9,3,Ct,Hartford,14,25,
36,7,36,89,NY,St. Lawrence,14,27,
36,7,42,45,Pa,Delaware,13,25,
36,7,32,3,Nv,Clark,13,17,
36,7,4,19,Az,Pima,13,23,
36,7,9,9,Ct,New Haven,13,21,
36,7,12,97,Fl,Osceola,12,24,
36,7,36,45,NY,Jefferson,12,31,
36,7,42,79,Pa,Luzerne,12,26,
36,7,8,13,Co,Boulder,12,20,
36,7,36,5,NY,Bronx,12,18,
36,7,11,1,DC,"Wash.,D.C.",12,14,
36,7,6,75,Ca,San Francisco,12,12,
36,7,36,11,NY,Cayuga,11,24,
36,7,6,85,Ca,Santa Clara,11,20,
36,7,36,69,NY,Ontario,11,24,
36,7,36,63,NY,Niagara,11,24,
36,7,36,93,NY,Schenectady,11,16,
36,7,15,3,Hi,Honolulu,11,14,
36,7,36,53,NY,Madison,11,29,
36,7,48,453,Tx,Travis,11,20,
36,7,51,810,Va,Virginia Beach city,11,19,
36,7,25,25,Ma,Suffolk,11,11,
36,7,8,31,Co,Denver,10,11,
36,7,42,101,Pa,Philadelphia,10,13,
36,7,8,41,Co,El Paso,10,16,
36,7,37,133,NC,Onslow,10,16,
36,7,36,105,NY,Sullivan,10,14,
36,7,37,81,NC,Guilford,10,20,
36,7,12,105,Fl,Polk,10,18,
36,7,39,35,Oh,Cuyahoga,10,22,
36,7,12,21,Fl,Collier,10,18,
36,7,37,51,NC,Cumberland,10,16,
36,7,,,XX,Same State,104,180,
36,7,,,XX,Region 1: Northeast,288,488,
36,7,,,XX,Region 2: Midwest,200,389,
36,7,,,XX,Region 3: South,487,965,
36,7,,,XX,Region 4: West,137,239,
36,7,36,7,XX,County Non-Migrants,76651,166500,
36,9,,,NY,Cattaraugus Total Migrat,1604,3080,
36,9,36,29,NY,Erie,298,543,
36,9,36,13,NY,Chautauqua,176,339,
36,9,36,3,NY,Allegany,106,230,
36,9,42,83,Pa,McKean,71,153,
36,9,36,121,NY,Wyoming,64,138,
36,9,36,55,NY,Monroe,48,72,
36,9,42,49,Pa,Erie,19,36,
36,9,36,67,NY,Onondaga,18,43,
36,9,57,5,FR,APO / FPO Zip Code,17,30,
36,9,32,3,Nv,Clark,14,29,
36,9,42,3,Pa,Allegheny,13,30,
36,9,36,63,NY,Niagara,13,25,
36,9,36,101,NY,Steuben,10,27,
36,9,4,13,Az,Maricopa,10,14,
36,9,8,41,Co,El Paso,10,16,
36,9,6,73,Ca,San Diego,10,29,
36,9,,,XX,Same State,120,213,
36,9,,,XX,Region 1: Northeast,106,202,
36,9,,,XX,Region 2: Midwest,81,172,
36,9,,,XX,Region 3: South,317,621,
36,9,,,XX,Region 4: West,83,118,
36,9,36,9,XX,County Non-Migrants,27632,64632,
36,11,,,NY,Cayuga Total Migration F,1504,2774,
36,11,36,67,NY,Onondaga,404,741,
36,11,36,75,NY,Oswego,97,223,
36,11,36,109,NY,Tompkins,89,160,
36,11,36,23,NY,Cortland,61,117,
36,11,36,117,NY,Wayne,55,110,
36,11,36,55,NY,Monroe,53,91,
36,11,36,99,NY,Seneca,38,71,
36,11,36,69,NY,Ontario,32,66,
36,11,36,29,NY,Erie,26,42,
36,11,57,5,FR,APO / FPO Zip Code,23,40,
36,11,36,65,NY,Oneida,14,19,
36,11,36,7,NY,Broome,13,27,
36,11,12,103,Fl,Pinellas,12,18,
36,11,12,11,Fl,Broward,11,14,
36,11,36,45,NY,Jefferson,11,20,
36,11,36,89,NY,St. Lawrence,10,20,
36,11,,,XX,Same State,109,198,
36,11,,,XX,Region 1: Northeast,85,162,
36,11,,,XX,Region 2: Midwest,52,108,
36,11,,,XX,Region 3: South,237,402,
36,11,,,XX,Region 4: West,72,125,
36,11,36,11,XX,County Non-Migrants,27268,62326,
36,13,,,NY,Chautauqua Total Migrati,2110,3937,
36,13,36,29,NY,Erie,290,477,
36,13,36,9,NY,Cattaraugus,154,356,
36,13,42,49,Pa,Erie,139,275,
36,13,42,123,Pa,Warren,78,158,
36,13,36,55,NY,Monroe,63,86,
36,13,57,5,FR,APO / FPO Zip Code,26,51,
36,13,42,3,Pa,Allegheny,24,35,
36,13,4,13,Az,Maricopa,19,40,
36,13,36,63,NY,Niagara,17,32,
36,13,12,103,Fl,Pinellas,17,25,
36,13,36,3,NY,Allegany,16,40,
36,13,6,73,Ca,San Diego,16,21,
36,13,39,49,Oh,Franklin,16,28,
36,13,12,99,Fl,Palm Beach,15,28,
36,13,36,37,NY,Genesee,14,29,
36,13,12,11,Fl,Broward,13,17,
36,13,12,71,Fl,Lee,13,21,
36,13,36,67,NY,Onondaga,13,18,
36,13,37,183,NC,Wake,13,18,
36,13,17,31,Il,Cook,13,19,
36,13,42,83,Pa,McKean,12,31,
36,13,12,25,Fl,Dade,12,16,
36,13,37,119,NC,Mecklenburg,11,14,
36,13,12,81,Fl,Manatee,11,21,
36,13,12,127,Fl,Volusia,10,20,
36,13,32,3,Nv,Clark,10,16,
36,13,,,XX,Same State,156,271,
36,13,,,XX,Region 1: Northeast,170,332,
36,13,,,XX,Region 2: Midwest,166,341,
36,13,,,XX,Region 3: South,458,858,
36,13,,,XX,Region 4: West,113,218,
36,13,,,XX,Foreign,12,25,
36,13,36,13,XX,County Non-Migrants,48337,109695,
36,15,,,NY,Chemung Total Migration,1662,3130,
36,15,36,101,NY,Steuben,199,362,
36,15,36,97,NY,Schuyler,74,153,
36,15,36,55,NY,Monroe,74,121,
36,15,42,15,Pa,Bradford,72,165,
36,15,36,107,NY,Tioga,68,131,
36,15,36,109,NY,Tompkins,67,120,
36,15,36,67,NY,Onondaga,43,79,
36,15,36,7,NY,Broome,37,70,
36,15,36,29,NY,Erie,35,69,
36,15,42,117,Pa,Tioga,35,63,
36,15,57,5,FR,APO / FPO Zip Code,30,51,
36,15,12,103,Fl,Pinellas,19,29,
36,15,36,123,NY,Yates,18,34,
36,15,4,13,Az,Maricopa,17,27,
36,15,36,69,NY,Ontario,15,30,
36,15,36,1,NY,Albany,13,25,
36,15,36,65,NY,Oneida,13,23,
36,15,36,75,NY,Oswego,12,24,
36,15,36,23,NY,Cortland,11,17,
36,15,45,51,SC,Horry,10,12,
36,15,,,XX,Same State,129,251,
36,15,,,XX,Region 1: Northeast,125,224,
36,15,,,XX,Region 2: Midwest,99,194,
36,15,,,XX,Region 3: South,356,692,
36,15,,,XX,Region 4: West,91,164,
36,15,36,15,XX,County Non-Migrants,32172,72455,
36,17,,,NY,Chenango Total Migration,1040,2070,
36,17,36,7,NY,Broome,167,324,
36,17,36,77,NY,Otsego,106,227,
36,17,36,53,NY,Madison,85,201,
36,17,36,25,NY,Delaware,85,166,
36,17,36,23,NY,Cortland,39,82,
36,17,36,67,NY,Onondaga,26,37,
36,17,36,65,NY,Oneida,20,39,
36,17,36,107,NY,Tioga,13,25,
36,17,36,55,NY,Monroe,13,25,
36,17,57,5,FR,APO / FPO Zip Code,11,16,
36,17,,,XX,Same State,126,230,
36,17,,,XX,Region 1: Northeast,77,151,
36,17,,,XX,Region 2: Midwest,46,123,
36,17,,,XX,Region 3: South,177,345,
36,17,,,XX,Region 4: West,49,79,
36,17,36,17,XX,County Non-Migrants,17330,40815,
36,19,,,NY,Clinton Total Migration,2393,5384,
36,19,57,5,FR,APO / FPO Zip Code,246,609,
36,19,36,31,NY,Essex,95,197,
36,19,36,33,NY,Franklin,79,172,
36,19,48,441,Tx,Taylor,66,194,
36,19,36,1,NY,Albany,48,71,
36,19,35,9,NM,Curry,45,124,
36,19,50,7,Vt,Chittenden,40,63,
36,19,46,103,SD,Pennington,38,122,
36,19,36,65,NY,Oneida,35,68,
36,19,36,89,NY,St. Lawrence,35,59,
36,19,36,67,NY,Onondaga,30,39,
36,19,36,91,NY,Saratoga,26,46,
36,19,4,13,Az,Maricopa,25,67,
36,19,57,1,FR,Foreign / Overseas,23,58,
36,19,32,3,Nv,Clark,23,59,
36,19,8,41,Co,El Paso,23,61,
36,19,31,153,Ne,Sarpy,21,70,
36,19,36,113,NY,Warren,20,43,
36,19,36,93,NY,Schenectady,19,29,
36,19,36,103,NY,Suffolk,19,27,
36,19,36,71,NY,Orange,19,39,
36,19,36,55,NY,Monroe,18,22,
36,19,38,35,ND,Grand Forks,18,47,
36,19,20,173,Ks,Sedgwick,18,53,
36,19,37,191,NC,Wayne,17,64,
36,19,12,9,Fl,Brevard,17,39,
36,19,36,83,NY,Rensselaer,16,25,
36,19,53,63,Wa,Spokane,14,27,
36,19,36,27,NY,Dutchess,13,17,
36,19,36,29,NY,Erie,13,22,
36,19,48,29,Tx,Bexar,13,45,
36,19,22,15,La,Bossier,13,36,
36,19,51,59,Va,Fairfax,13,50,
36,19,36,45,NY,Jefferson,12,31,
36,19,12,103,Fl,Pinellas,11,28,
36,19,29,101,Mo,Johnson,11,46,
36,19,12,99,Fl,Palm Beach,11,12,
36,19,46,93,SD,Meade,11,31,
36,19,25,13,Ma,Hampden,11,15,
36,19,4,19,Az,Pima,11,31,
36,19,26,103,Mi,Marquette,10,29,
36,19,12,91,Fl,Okaloosa,10,26,
36,19,36,115,NY,Washington,10,15,
36,19,6,47,Ca,Merced,10,26,
36,19,36,53,NY,Madison,10,34,
36,19,12,57,Fl,Hillsborough,10,17,
36,19,,,XX,Same State,127,241,
36,19,,,XX,Region 1: Northeast,240,475,
36,19,,,XX,Region 2: Midwest,147,331,
36,19,,,XX,Region 3: South,387,885,
36,19,,,XX,Region 4: West,196,447,
36,19,36,19,XX,County Non-Migrants,26825,62375,
36,21,,,NY,Columbia Total Migration,1213,2186,
36,21,36,27,NY,Dutchess,140,270,
36,21,36,83,NY,Rensselaer,139,255,
36,21,36,1,NY,Albany,127,200,
36,21,25,3,Ma,Berkshire,44,83,
36,21,36,39,NY,Greene,44,73,
36,21,36,111,NY,Ulster,35,53,
36,21,36,61,NY,New York,25,35,
36,21,36,91,NY,Saratoga,25,44,
36,21,36,119,NY,Westchester,18,27,
36,21,36,93,NY,Schenectady,18,31,
36,21,57,5,FR,APO / FPO Zip Code,12,12,
36,21,9,5,Ct,Litchfield,11,18,
36,21,9,1,Ct,Fairfield,11,14,
36,21,12,11,Fl,Broward,10,25,
36,21,36,71,NY,Orange,10,24,
36,21,,,XX,Same State,133,248,
36,21,,,XX,Region 1: Northeast,115,214,
36,21,,,XX,Region 2: Midwest,41,79,
36,21,,,XX,Region 3: South,196,383,
36,21,,,XX,Region 4: West,59,98,
36,21,36,21,XX,County Non-Migrants,21539,47008,
36,23,,,NY,Cortland Total Migration,1040,1921,
36,23,36,109,NY,Tompkins,166,312,
36,23,36,67,NY,Onondaga,138,245,
36,23,36,7,NY,Broome,55,121,
36,23,36,11,NY,Cayuga,52,104,
36,23,36,17,NY,Chenango,23,49,
36,23,36,55,NY,Monroe,22,40,
36,23,36,53,NY,Madison,21,37,
36,23,36,107,NY,Tioga,17,33,
36,23,36,15,NY,Chemung,14,19,
36,23,57,5,FR,APO / FPO Zip Code,13,13,
36,23,36,75,NY,Oswego,12,21,
36,23,36,29,NY,Erie,11,18,
36,23,36,65,NY,Oneida,11,18,
36,23,,,XX,Same State,128,240,
36,23,,,XX,Region 1: Northeast,79,141,
36,23,,,XX,Region 2: Midwest,32,56,
36,23,,,XX,Region 3: South,188,350,
36,23,,,XX,Region 4: West,58,104,
36,23,36,23,XX,County Non-Migrants,15909,36234,
36,25,,,NY,Delaware Total Migration,1042,1913,
36,25,36,77,NY,Otsego,174,290,
36,25,36,17,NY,Chenango,94,224,
36,25,36,7,NY,Broome,59,104,
36,25,36,111,NY,Ulster,33,61,
36,25,36,95,NY,Schoharie,28,51,
36,25,36,105,NY,Sullivan,21,40,
36,25,36,67,NY,Onondaga,20,31,
36,25,36,103,NY,Suffolk,16,32,
36,25,36,1,NY,Albany,15,16,
36,25,36,61,NY,New York,15,19,
36,25,36,59,NY,Nassau,12,22,
36,25,42,127,Pa,Wayne,12,26,
36,25,36,71,NY,Orange,11,23,
36,25,36,55,NY,Monroe,11,19,
36,25,36,93,NY,Schenectady,11,13,
36,25,36,27,NY,Dutchess,10,18,
36,25,,,XX,Same State,110,194,
36,25,,,XX,Region 1: Northeast,97,177,
36,25,,,XX,Region 2: Midwest,36,81,
36,25,,,XX,Region 3: South,186,360,
36,25,,,XX,Region 4: West,59,96,
36,25,,,XX,Foreign,12,16,
